source	repo	tag	commit	version_string	archive	archive_sha256	license	defines	patches
miniz	https://github.com/richgel999/miniz	3.1.2	77d0dce8627735138c51770d1799a1ef48f2117d	11.3.2	https://github.com/richgel999/miniz/releases/download/3.1.2/miniz-3.1.2.zip	f0446d863f9c19926ad9483c523fdc42e42b8d4a6a431d27e09d49c79a140d9a	MIT	MINIZ_NO_ARCHIVE_APIS,MINIZ_NO_ARCHIVE_WRITING_APIS,MINIZ_NO_STDIO,MINIZ_NO_TIME,MINIZ_NO_ZLIB_COMPATIBLE_NAMES,MINIZ_NO_PNG_APIS	0001-guard-png-writer.patch
